ID;Coletado em;Tipo;Objetivo;Munícipio;Bairro;Endereço;Latitude;Longitude;Renda IBGE;Dormitórios;Banheiros;Vagas de Gagarem;Área total;Valor unitário;Valor total;Contato;Telefone do contato;Descrição do imóvel
44;05/03/2025;Apartamento;Venda;São Luís;Turu;Rua General Artur Carvalho, Nº 1;-2.515266;-44.220912;R$ 846.15;2;1;1;43;1511;65000;Meu Imóvel;(98) 98888-9999! ;Condomínio Portinari | Avenida Arthur Carvalho 43 m² Área útil49 m² Área total2 Quartos1 Banheiro1 VagaApartamento à venda, no terceiro andar do Condomínio Portinari.Condomínio Portinari | Avenida Arthur Carvalho 3° andar2 Quartos1 Banheiro1 VagaO apartamento contempla sala de estar/jantar, dois quartos com ar condicionado nos dois, banheiro social com móveis projetados e área de serviço.Área de lazer completa com piscina, churrasqueira, salão de festa e playground.Valor do condomínio: R$ 140,00R$ 65 mil chave | Saldo devedor: R$73.083,71(pode amortizar)Prestação R$ 700,00OBS: Projetados ficam (WHATSAAP)Fran Maia | CRECI 7389Chame ou ligue no número acima e agende sua visita, retorno imediato.Para sua segurança, só negocie com corretor credenciado e ativo pelo conselho regional
45;05/03/2025;Apartamento;Venda;São Luís;Bequimão;Condomínio Atlântico, Nº 3;-2.524932;-44.255009;R$ 0.00;2;1;0;61;1065;65000;G9 consultoria imobiliária;(98) 98867-2307! ;Passo apto bloco i condomínio Atlântico Bequimao, reformado, com varanda, sala, dois quartos , copa e cozinha,Banheiro social e lavanderia. 61,20m2 3 andar nascente. Chave 65 mil prestação 574,00 saldo devedor 95 mil
46;05/03/2025;Apartamento;Venda;São Luís;Forquilha;Estrada de Ribamar, Nº 87;-2.555101;-44.217918;R$ 0.00;2;2;1;51;1274;65000;FORTALEZA - CE IMÓVEIS;(85) 99841-8731! ;O imóvel está localizado no bairro Forquilha tem 51 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros🪼 ForquilhaPasso apartamento no condomínio Praias Belas, 3⁰ andar, nascente, varanda, sala, cozinha ,wc/social , 2 quartos sendo uma suíte área de lazer completa com piscina adulto e infantil salão de festas uma vaga de garagem, armazém Mateus, portaria 24 horas.Chave 65.000,00Prestação 958,00Saldo 128.500,00Condomínio 307,00
47;05/03/2025;Apartamento;Venda;São Luís;Turu;Rua General Artur Carvalho, Nº 1111;-2.513028;-44.216999;R$ 846.15;1;1;1;43;1511;65000;Pedro Henrique Reis Gomes;(98) 98488-9969! ;CRISTIANE SOUSA98... 9.8.8.3.4-4.1.2.3PASSO CHAVE DE APARTAMENTO NO TURU, NO VALOR DE R$ 65 MIL, COM A CONSTRUTORA QUITADA!Condomínio PORTINARIAv. General Artur Carvalho - Turu1 andar nascente2 quartos com projetados1 ar-condicionado WC com boxSala de estar/jantarCozinha com armárioÁrea de serviçoPARCELA CAIXA: R$ 540,00SALDO DEVEDOR: 81 MILCRISTIANE SOUSA / CRECI: 581398... 9.8.8.3.4-4.1.2.3
48;05/03/2025;Apartamento;Venda;São Luís;Bequimão;Condomínio Atlântico, Nº 1;-2.524932;-44.255009;R$ 0.00;2;1;0;65;1000;65000;G9 consultoria imobiliária;(98) 98867-2307! ;Passo apartamento condomínio Atlântico Bequimaovaranda, sala, copa e cozinho, 02 dormitórios e área de serviço, 3 andar nascenteprestação: 574,00chave: 65 mil63m2
49;05/03/2025;Apartamento;Venda;São Luís;Turu;Rua General Artur Carvalho, Nº 5;-2.517458;-44.225722;R$ 846.15;2;1;1;45;1444;65000;Meu Imóvel;(98) 98888-9999! ;O imóvel no bairro Turu possui 45 metros quadrados com 2 quartos e 1 banheiroCondomínio Portinari | Avenida Arthur Carvalho 3° andar | 2 Quartos | 1 Banheiro | 1 Vaga.Área de lazer com piscina, churrasqueira, salão de festa e playground.Valor de venda: R$ 150.000,00 (pode ser financiado)..Ou como Repasse:R$ 65 mil chave | Saldo devedor: R$73083,71 | Prestação R$ 700,00
50;05/03/2025;Apartamento;Venda;São Luís;Turu;Rua General Artur Carvalho, Nº 501;-2.515692;-44.221661;R$ 846.15;2;1;1;47;1382;65000;Pedro Henrique Reis Gomes;(98) 98488-9969! ;CRISTIANE SOUSA - CRECI 58139.8...9.8.8.3.4...4.1.2.3Condomínio Bela Cintra Prime - TURUSegundo andar *Sem débitos com a Construtora*R$65.000- chave 🔑 Saldo devedor com o banco: R$105.725,73Prestação da CAIXA: R$680,00CRISTIANE SOUSA - CRECI 58139.8...9.8.8.3.4...4.1.2.3qO
51;05/03/2025;Apartamento;Venda;São Luís;Turu;Rua Sampaio Correia, Nº 1;-2.516396;-44.230412;R$ 0.00;2;1;1;49;1326;65000;Pedro Henrique Reis Gomes;(98) 98488-9969! ;🚨 *Baixou**REPASSE DE CHAVE 🔑 NO BE LIFE CLUB 1*2 andar 2 Quartos Banheiro socialSala de estar e jantar Cozinha e área de lazer Condomínio com área de lazer completo  Saldo Caixa:$ 97.500,00Parcela Caixa: $ 565,00 *Valor :$ 65.000,00*WhatsApp 98.9.8.8.2.7.4.7.4.1
52;05/03/2025;Apartamento;Venda;São Luís;Forquilha;Estrada da Maioba, Nº 755;-2.555101;-44.217918;R$ 0.00;2;1;0;48;1416;68000;Acerte Imobiliária;(98) 3302-6425;CAIO CAMPOS: INSTAGRAM: @caiocscampos>>> Mais detalhes no whatsapp
53;05/03/2025;Apartamento;Venda;São Luís;Cidade Operaria;Rua Saramanta, Nº 10;-2.559219;-44.204786;R$ 0.00;1;2;1;52;1307;68000;ImóvelSLZ;(98) 98828-8940! ;Repasse de chave no condominio porto das dunas, próximo a forquilha!2 quartos, sendo uma suíte, banheiro social, cozinha com área de serviço e varanda espaçosa.3° Andar, Nascente, ventilado, área de lazer completa, com piscina adulto com bar molhado e piscina infantil, quadra, playground, mercadinho e portaria 24h.OBS: O apartamento precisa de reforma, troca de piso, lajota de parede e pintura, por isso o valor.Valor da chave: 70 milSaldo devedor caixa: 58 mil reaisParcela caixa: 490,00 reaisPara mais informações entre em contato e agende sua visita!Eduardo Mendes - Consultor ImóbiliarioCRECI 7783
54;05/03/2025;Apartamento;Venda;São Luís;Cidade Operaria;Estrada da Mata, Nº 16;-2.596097;-44.197332;R$ 0.00;2;1;1;50;1400;70000;DIMENSAO ENGENHARIA E CONSTRUCOES LTDA;(98) 98441-4506! ;PLANTÃO DE VENDAS:98.9.8.4.3.9-4.6.3.9 WHATSAPP TARCÍSIO BRITO CRECI - 5879Passo chave condomínio Villa Park 1! Obras 100% concluída Valor da chave R$ 65 mil Saldo construtora apenas 18 X 653,21 Saldo caixa R$ 103 mil Prestação caixa R$ 544,00 Térreo 50m2 PLANTÃO DE VENDAS:98.9.8.4.3.9-4.6.3.9 WHATSAPP TARCÍSIO BRITO CRECI - 5879
55;05/03/2025;Apartamento;Venda;São Luís;Maioba;Estrada da Maioba, Nº 1;-2.552734;-44.214897;R$ 0.00;2;1;1;43;1627;70000;Pedro Henrique Reis Gomes;(98) 98488-9969! ;Para mais informações entre em contato:Corretor: Dhyan Carlos CRECI 7024número: 9.8.9.8.4.9.7.9.5.9.9😱😱BAIXOU, BAIXOU, BAIXOU😱😱Obs : somente essa semana 🚨OPORTUNIDADE ÚNICA🚨🔑CHAVE NO JARDIM DI NAPOLI🔑- Apto com bancada em granito e projetados na cozinha- ⁠3 ANDAR Nascente e ventilado- ⁠Área de lazer completa e segurança 24 horas- ⁠Transporte em frente ao condomínio CONSTRUTORA QUITADASaldo devedor CAIXA apenas R$ 71.206,26A menor parcela do 🇧🇷 , apenas R$ 416,21De R$ 80.000,00 POR APENAS R$ 70.000,00🔑🔻🔻⬇️⬇️⬇️Traz tua proposta e vem ser feliz 😎
56;05/03/2025;Apartamento;Venda;São Luís;Forquilha;Estrada da Maioba;-2.550697;-44.208068;R$ 0.00;2;1;1;45;1555;70000;Meu Imóvel;(98) 98888-9999! ;[OPORTUNIDADE DE NEGÓCIO - REPASSE DE CHAVE 🔑]Condomínio Riviera 3 📍 Localização privilegiada, ao lado do Shopping Pátio Norte.Descrição do Imóvel:- Pavimento Térreo: Sala de estar/jantar, varanda, cozinha, área de serviço, dois quartos e banheiro social. - Diferenciais: Condomínio fechado, vaga de garagem privativa e área de lazer completa, perfeita para momentos de descontração.Condições do Repasse:- Valor da chave: R$ 70.000,00 - Saldo devedor na Caixa: R$ 59.540,79 - Parcela mensal na Caixa: R$ 690,00 (prazo de 139 meses) - Taxa de condomínio: R$ 130,00 Entre em contato com Rogério Motivado - CRECI/MA 6658 para mais informações e agendar uma visita!
57;05/03/2025;Apartamento;Venda;São Luís;Cohab Anil IV;Rua Rubem Tavares, Nº 1;-2.547547;-44.21313;R$ 0.00;1;1;1;33;2121;70000;Marta Moura da Silva;(98) 99105-0284! ;Marta Moura, Consultora de imoveis creci 4382/J-620Ⓜ🏡 VENDO APARTAMENTO 33m² com Projetados - HOME PRACTICE COHAB📍 Localização: Condomínio Home Practice - COHAB🏢 Andar: 3º andar☀ Posição solar: Intermediário (sol da tarde, das 14h às 17h)💰 Saldo devedor: R$ 69.940,24📆 Prestação: R$ 471,24📜 Condomínio: R$ 210,00💲 Valor:✔ Financiamento: R$ 150.000,00✔ Chave: R$ 70.000,00 (negociável)Ótima oportunidade para morar em um condomínio bem localizado e aconchegante!📩 Interessados, chamar no privado!
58;05/03/2025;Apartamento;Venda;São Luís;Turu;Avenida São Luís Rei de França;-2.521088;-44.225952;R$ 2,633.56;2;1;1;42;1666;70000;Meu Imóvel;(98) 98888-9999! ;Condomínio Portinari | Avenida Arthur Carvalho 3° andar | 2 Quartos | 1 Banheiro | 1 Vaga.Área de lazer com piscina, churrasqueira, salão de festa e playground.Valor de venda: R$ 150.000,00 (pode ser financiado)..*Ou como Repasse:*R$ 65 mil chave | Negociável Saldo devedor: R$73083,71 | Prestacao R$ 700,00
59;05/03/2025;Apartamento;Venda;São Luís;Turu;Rua General Artur Carvalho, Nº 1;-2.515266;-44.220912;R$ 846.15;2;2;1;55;1309;72000;Meu Imóvel;(98) 98888-9999! ;O imóvel no bairro Turu tem 50 metros quadrados com 2 quartos sendo 1 suite e 1 banheiroRepasse de chave Village Garden 1. 🔑🔑(📍Turu - Próx. Sede do Sampaio)⁠NOVO E PRONTO PRA MORAR☑️3 Andar ☑️ Sala de estar/jantar☑️ Varanda Gourmet ☑️ Cozinha/área de serviço ☑️ Uma suíte ☑️ Quarto social ☑️ Banheiro social ☑️ Vaga privativaCONDIÇÕES DO REPASSE Valor da CHAVE R$72.000- Prestação Caixa R$940,00TEM SALDO DEVEDOR CONSTRUTORA
60;05/03/2025;Apartamento;Venda;São Luís;Turu;Rua General Artur Carvalho, Nº 1000;-2.513994;-44.21736;R$ 846.15;2;2;1;49;1469;72000;Meu Imóvel;(98) 98888-9999! ;CHAVE 🔑 Gardens 1. 🔑(📍Turu - Próx. Sede do Sampaio)☑️ Sala de estar/jantar☑️ Varanda Gourmet ☑️ Cozinha/área de serviço ☑️ Uma suíte ☑️ Quarto social ☑️ Banheiro social ☑️ Vaga privativa- Chave R$ 72.000,00- ⁠3 Andar - Saldo Construtora R$- ⁠72x R$860,00- Prestação Caixa R$940,00- Saldo Devedor Caixa:R$128.518,95- ⁠Obs: ( Entrega com 15 dias)Rogério Motivado CRECI/MA 6658
